"Classe","Num","Mahalanobis Distance","Outlier","Área","Perímetro","Comprimento do núcleo","Largura do núcleo","Coeficiente de assimetria","Comprimento de kernel","Taxa de diâmetro equivalente"
"Cammeo","1220",45.119,"TRUE",15786,500.8609924,205.4672394,98.81665039,0.876755536,16127,0.610913336
"Cammeo","1222",558.911,"TRUE",14601,476.2260132,192.6065369,97.93213654,0.861087382,14815,0.627837956
"Cammeo","1223",25.383,"TRUE",15581,517.3319702,221.9593811,90.30760956,0.91348809,15901,0.554089606
"Cammeo","1225",116.805,"TRUE",16505,506.8959961,207.3458405,103.244194,0.867215872,16782,0.778170645
"Cammeo","1227",43.374,"TRUE",14477,499.4700012,217.1054688,85.79216766,0.918610811,14726,0.575511813
"Cammeo","1228",100.584,"TRUE",15071,494.1350098,200.5948334,97.39328766,0.874224246,15575,0.689212084
"Cammeo","1230",48.298,"TRUE",13680,473.0859985,194.9403839,91.22505188,0.883747637,14077,0.779487193
"Cammeo","1232",61.273,"TRUE",16865,517.7470093,210.4794464,103.8049393,0.869925439,17234,0.65020436
"Cammeo","1233",100.293,"TRUE",16258,533.3410034,229.1129913,91.12013245,0.91751194,16705,0.570816636
"Cammeo","1238",17.374,"TRUE",16862,519.4710083,219.6599579,98.39157104,0.894070268,17104,0.612273037
"Cammeo","1241",43.099,"TRUE",15486,492.6940002,204.3721313,97.6780014,0.878391445,15688,0.601164579
"Cammeo","1245",137.448,"TRUE",14324,487.2529907,195.9451447,94.84135437,0.875056982,14822,0.757402718
"Cammeo","1252",494.704,"TRUE",15552,492.9819946,198.2062683,101.6440125,0.858496547,15936,0.627451003
"Cammeo","1259",68.553,"TRUE",13809,489.0220032,213.8255463,82.49403381,0.92258215,14070,0.805753291
"Cammeo","126",58.067,"TRUE",15714,501.1549988,205.0133057,99.27554321,0.874935448,16074,0.733887553
"Cammeo","1265",30.159,"TRUE",12575,456.7529907,188.6798553,85.98197174,0.890131891,12936,0.739271045
"Cammeo","1268",36.656,"TRUE",12626,455.2969971,188.6578827,86.60137939,0.888415992,12911,0.733899117
"Cammeo","1269",337.347,"TRUE",15655,488.9030151,199.5566864,101.026207,0.862384856,15880,0.633754373
"Cammeo","127",47.825,"TRUE",14655,491.7149963,200.1468964,94.78046417,0.880764484,15181,0.600910306
"Cammeo","1272",18.442,"TRUE",12921,477.1210022,197.7001495,84.82759094,0.903270304,13557,0.723946631
"Cammeo","1273",151.86,"TRUE",13724,468.571991,191.8715973,92.48851013,0.876152873,14048,0.740716755
"Cammeo","1274",21.128,"TRUE",13520,471.5289917,195.3061523,89.44055939,0.888977647,13950,0.570127368
"Cammeo","1278",22.353,"TRUE",15522,507.2420044,213.6819305,94.90153503,0.895964742,15782,0.77890408
"Cammeo","1288",98.279,"TRUE",14910,511.6000061,221.6122894,86.21698761,0.921219051,15215,0.699638665
"Cammeo","1289",27.553,"TRUE",14146,504.3559875,214.0628815,85.7449646,0.916270673,14716,0.625265181
"Cammeo","1292",79.035,"TRUE",14458,475.0440063,196.9861145,93.99989319,0.878799915,14669,0.601890028
"Cammeo","1297",182.298,"TRUE",12006,467.6409912,207.447998,74.46878815,0.933346927,12237,0.548745394
"Cammeo","13",44.637,"TRUE",15926,522.7399902,225.7360535,91.05709076,0.915033162,16240,0.779768884
"Cammeo","130",43.848,"TRUE",13742,493.8540039,212.6080017,84.88685608,0.916835725,14272,0.583227217
"Cammeo","1304",17.575,"TRUE",12899,472.2630005,205.5205536,80.43336487,0.920235932,13107,0.585918665
"Cammeo","1305",161.353,"TRUE",13263,487.8909912,214.4280396,79.64109802,0.928468287,13491,0.674447
"Cammeo","1314",166.56,"TRUE",14176,513.1489868,220.0369873,83.43087006,0.925328076,14675,0.543787658
"Cammeo","1315",25.643,"TRUE",14041,491.6610107,212.8569336,84.56730652,0.917690337,14289,0.786610663
"Cammeo","1322",100.765,"TRUE",12040,441.0230103,182.7528076,85.15114594,0.884818316,12372,0.747408271
"Cammeo","1325",19.47,"TRUE",11353,431.4790039,182.0024109,80.06295776,0.898046494,11579,0.71663934
"Cammeo","1326",38.648,"TRUE",15534,521.9299927,221.5856628,90.5549469,0.912683189,16187,0.708344758
"Cammeo","1330",18.509,"TRUE",12932,456.6549988,191.3286285,86.72583771,0.891367137,13098,0.663043499
"Cammeo","1335",33.579,"TRUE",14418,480.322998,199.1184387,93.311203,0.88339901,14780,0.758522749
"Cammeo","1337",316.529,"TRUE",13328,489.3859863,217.285614,78.70890808,0.932085991,13530,0.757444859
"Cammeo","1338",123.094,"TRUE",12104,441.7749939,182.4621277,85.51346588,0.88337642,12378,0.739130437
"Cammeo","1346",27.713,"TRUE",13848,475.5899963,196.2255554,90.74702454,0.886638701,14260,0.586382091
"Cammeo","1347",21.642,"TRUE",13582,475.8559875,195.6396942,89.2489624,0.889882147,13890,0.721832454
"Cammeo","1349",90.963,"TRUE",15236,514.7930298,223.3278503,87.76150513,0.919550598,15686,0.656243265
"Cammeo","1350",18.748,"TRUE",14955,508.7170105,217.9815521,88.61218262,0.913645327,15363,0.569410622
"Cammeo","1355",73.567,"TRUE",10959,447.2330017,197.3584137,71.06098175,0.93292892,11133,0.49741286
"Cammeo","1356",80.864,"TRUE",13631,473.5469971,193.4940186,91.50906372,0.881100178,14141,0.580289483
"Cammeo","136",3348.954,"TRUE",14013,458.9110107,181.9514923,99.44376373,0.83743304,14323,0.794387758
"Cammeo","1366",18.804,"TRUE",10885,434.2730103,191.0913239,73.54860687,0.922963619,11024,0.799897134
"Cammeo","1370",105.367,"TRUE",11377,456.45401,200.8426056,72.35116577,0.932860374,11573,0.752248108
"Cammeo","1371",38.078,"TRUE",12709,461.0119934,190.7787476,87.41279602,0.888854563,13064,0.786934972
"Cammeo","1373",170.607,"TRUE",12219,438.2810059,182.1877289,86.19641876,0.880998671,12471,0.601772964
"Cammeo","1377",29.049,"TRUE",14851,517.3469849,217.6983948,88.81024933,0.913003862,15256,0.728061557
"Cammeo","1381",79.888,"TRUE",14500,504.0679932,218.9050293,85.14116669,0.921262622,14864,0.619896531
"Cammeo","1382",48.107,"TRUE",13637,466.6530151,193.5342102,90.35423279,0.884328902,13838,0.691671729
"Cammeo","1391",79.828,"TRUE",13269,491.8930054,212.574707,81.0641098,0.924433172,13728,0.650951743
"Cammeo","1392",48.217,"TRUE",13734,487.8399963,213.2474365,83.18276978,0.920782506,13941,0.805229843
"Cammeo","1398",38.091,"TRUE",11856,456.4219971,201.0033722,75.42108154,0.9269346,12027,0.716461182
"Cammeo","140",28.36,"TRUE",15167,514.2310181,220.546524,88.99761963,0.914965451,15456,0.628033102
"Cammeo","1401",281.072,"TRUE",14403,510.5589905,223.4120789,83.20211029,0.928066134,14781,0.598777771
"Cammeo","1414",376.617,"TRUE",12202,442.3619995,180.0377808,87.39917755,0.874264956,12521,0.779182613
"Cammeo","1427",146.713,"TRUE",12256,470.1080017,207.9800568,75.71490479,0.931379855,12541,0.738313258
"Cammeo","1429",44.944,"TRUE",12091,463.3510132,203.5943909,76.65410614,0.926414967,12298,0.793060482
"Cammeo","1430",261.822,"TRUE",12605,447.6610107,183.5011902,88.51618958,0.875965416,12859,0.595755756
"Cammeo","1432",144.999,"TRUE",14337,501.7659912,219.3126678,83.44644165,0.92478472,14631,0.743157804
"Cammeo","1435",66.683,"TRUE",11510,433.5140076,180.3823242,82.62195587,0.888932645,11827,0.767026544
"Cammeo","1439",85.674,"TRUE",13404,468.2149963,191.5484161,90.53829956,0.881242037,13804,0.706514835
"Cammeo","1442",89.372,"TRUE",14149,474.9519958,195.3551025,93.33526611,0.878483713,14454,0.605693519
"Cammeo","145",22.493,"TRUE",14399,484.0820007,200.1735382,92.85159302,0.885910869,14849,0.604796708
"Cammeo","1450",1597.445,"TRUE",12720,449.6239929,178.6147766,92.7516861,0.854602098,13095,0.743859649
"Cammeo","1457",344.596,"TRUE",10796,413.4200134,170.7816467,80.99688721,0.880378544,10980,0.623037875
"Cammeo","146",22.726,"TRUE",16835,522.5349731,216.2716522,100.4325104,0.885635376,17404,0.735217035
"Cammeo","1461",60.274,"TRUE",13930,495.2709961,213.5266418,84.43373108,0.918498337,14564,0.54963702
"Cammeo","1468",24.975,"TRUE",12745,470.3039856,205.0926819,79.50904083,0.921796679,12940,0.533174336
"Cammeo","147",81.739,"TRUE",13655,471.5249939,193.1961823,91.55775452,0.880572855,14053,0.710975766
"Cammeo","1472",216.014,"TRUE",13057,460.1679993,187.128479,90.31277466,0.875827432,13385,0.750790656
"Cammeo","1482",64.244,"TRUE",12495,458.4070129,187.6042023,87.0256958,0.885898411,12993,0.674931109
"Cammeo","1485",579.368,"TRUE",14294,514.4769897,226.4072723,81.59251404,0.932805836,14731,0.511011004
"Cammeo","1486",68.773,"TRUE",12158,447.3770142,184.0953064,84.91305542,0.887272775,12467,0.631584406
"Cammeo","1495",62.825,"TRUE",14602,500.2330017,218.4880524,85.67758179,0.919906199,14827,0.583636463
"Cammeo","1498",39.382,"TRUE",12886,455.5180054,189.8598938,87.49918365,0.887471914,13080,0.592296362
"Cammeo","150",61.627,"TRUE",12223,445.4389954,185.0290833,85.37150574,0.887194812,12460,0.796027362
"Cammeo","1509",76.975,"TRUE",13615,468.0559998,192.8277893,91.15475464,0.881209314,13855,0.583633423
"Cammeo","1510",48.739,"TRUE",13309,460.9219971,191.4629669,88.95413971,0.885519445,13540,0.653747916
"Cammeo","1511",418.877,"TRUE",12736,447.8699951,182.7711792,89.68170929,0.871341288,12964,0.752718687
"Cammeo","1512",33.067,"TRUE",14184,479.2340088,197.4643097,92.07521057,0.884633064,14537,0.60383141
"Cammeo","1514",46.597,"TRUE",10937,424.5859985,177.1670532,79.75700378,0.892938018,11103,0.59521091
"Cammeo","1519",196.022,"TRUE",10610,410.506012,171.1561737,79.3459549,0.88605088,10769,0.825103045
"Cammeo","152",35.647,"TRUE",15833,530.335022,225.2233887,91.51106262,0.913734198,16337,0.586407423
"Cammeo","1526",20.326,"TRUE",13634,491.1799927,209.1335297,83.73373413,0.916347444,14075,0.787910283
"Cammeo","1527",20.432,"TRUE",15752,519.8889771,216.7020416,94.21913147,0.900533557,16426,0.601221383
"Cammeo","1536",119.636,"TRUE",13380,469.177002,190.813324,91.01315308,0.878916919,13747,0.619616568
"Cammeo","1539",30.472,"TRUE",15469,514.9069824,221.0183411,89.76701355,0.913805604,15860,0.541783392
"Cammeo","1540",20.074,"TRUE",13436,467.9590149,195.0228119,89.14904022,0.889404476,13798,0.796065867
"Cammeo","1545",20.865,"TRUE",10727,425.9020081,178.7144318,77.53144073,0.900995374,10960,0.564341307
"Cammeo","1550",27.17,"TRUE",14828,494.2879944,202.1031494,95.03462219,0.882544816,15197,0.591794372
"Cammeo","1551",46.719,"TRUE",13787,474.3380127,194.6946259,91.07733154,0.883836567,14075,0.616178751
"Cammeo","1561",46.33,"TRUE",14755,510.1380005,218.6991577,86.81235504,0.917840779,15025,0.533326089
"Cammeo","1562",23.033,"TRUE",11141,431.9249878,181.2401123,79.11578369,0.899692297,11372,0.790646493
"Cammeo","1563",21.217,"TRUE",14814,503.1480103,217.2567749,88.17826843,0.913930297,15110,0.545113325
"Cammeo","1565",21.51,"TRUE",14026,494.6029968,212.8145447,84.92227173,0.916931987,14267,0.546396554
"Cammeo","1566",27.644,"TRUE",14269,501.0400085,214.6693573,85.64315796,0.916971028,14733,0.700009823
"Cammeo","1568",29.904,"TRUE",13932,495.5280151,213.3485413,84.32090759,0.91858387,14297,0.554838717
"Cammeo","1569",32.573,"TRUE",11733,436.2600098,182.8892212,82.626091,0.892128289,11955,0.686622202
"Cammeo","1573",89.551,"TRUE",13533,469.5320129,192.3960419,91.23041534,0.880427718,13954,0.621606708
"Cammeo","1579",24.046,"TRUE",12758,456.6380005,190.3683167,86.16264343,0.891708493,13177,0.703346372
"Cammeo","1580",116.947,"TRUE",16608,516.09198,207.6713715,103.3508759,0.867369056,17111,0.696761191
"Cammeo","1581",17.994,"TRUE",12318,448.6860046,187.701004,84.14411926,0.893889129,12579,0.582686841
"Cammeo","1582",218.015,"TRUE",11068,419.9299927,174.1300964,81.80954742,0.882763028,11242,0.603917718
"Cammeo","1583",28.456,"TRUE",14235,505.8450012,214.156601,87.47984314,0.912764847,14687,0.6825701
"Cammeo","1584",32.058,"TRUE",13117,460.5740051,192.404068,87.62899017,0.890265226,13575,0.78450954
"Cammeo","1585",43.318,"TRUE",13562,474.2189941,194.6127625,90.66897583,0.884840369,13871,0.713338971
"Cammeo","1586",43.492,"TRUE",14897,509.631012,219.6719208,87.50059509,0.917244792,15330,0.713662922
"Cammeo","1587",141.748,"TRUE",13662,466.7479858,191.4051208,91.9151535,0.877152145,13875,0.587461293
"Cammeo","1588",58.3,"TRUE",11694,432.9769897,181.4844055,82.97145081,0.889373004,11893,0.763914287
"Cammeo","1592",1626.938,"TRUE",15323,487.8659973,192.230835,102.9628296,0.84445864,15769,0.7136935
"Cammeo","1593",47.729,"TRUE",14390,497.9190063,216.3755951,85.1957016,0.919221938,14586,0.537903726
"Cammeo","1596",82.167,"TRUE",12556,474.0239868,207.954422,77.71006775,0.927554488,12832,0.564822316
"Cammeo","1600",20.143,"TRUE",15681,507.696991,207.0245056,97.75848389,0.881487548,16088,0.692501307
"Cammeo","1601",39.559,"TRUE",14734,507.2839966,217.8244476,86.65876007,0.917455852,15039,0.681372523
"Cammeo","1603",25.888,"TRUE",15292,510.4830017,219.6590271,89.13313293,0.913971007,15511,0.543194115
"Cammeo","1604",134.08,"TRUE",11577,431.1560059,178.8362579,83.40615845,0.884582996,11810,0.756073654
"Cammeo","1608",240.836,"TRUE",11794,430.3800049,178.4458466,84.78594208,0.879912674,12056,0.752936661
"Cammeo","1609",17.955,"TRUE",12004,449.0350037,186.6485291,83.41326904,0.894583821,12417,0.75811547
"Cammeo","1611",22.272,"TRUE",14385,496.9779968,214.2695465,86.03324127,0.915850818,14604,0.776266813
"Cammeo","1613",27.508,"TRUE",13399,490.5599976,209.3659515,82.76702118,0.918542504,13654,0.517096341
"Cammeo","1614",26.376,"TRUE",14960,510.7290039,218.369873,88.05952454,0.915086091,15235,0.578275979
"Cammeo","1616",24.985,"TRUE",17564,527.1160278,221.6029358,101.6587982,0.888568997,17808,0.771162629
"Cammeo","1619",64.835,"TRUE",13387,464.6430054,192.3996124,90.31411743,0.882980824,13746,0.753517985
"Cammeo","1621",126.733,"TRUE",12426,451.0889893,185.1910248,87.4606781,0.881452441,12779,0.624579012
"Cammeo","1623",22.205,"TRUE",12609,475.3599854,202.7544098,81.27371979,0.91614455,13210,0.706941009
"Cammeo","1624",37.042,"TRUE",14750,484.1520081,201.2470093,94.85915375,0.88194257,14967,0.78067112
"Cammeo","1625",35.785,"TRUE",15290,500.1879883,204.1533661,96.69033051,0.880731404,15605,0.788957715
"Osmancik","1631",26.95,"TRUE",13447,455.6480103,183.9575806,94.45813751,0.858102858,13867,0.62590766
"Osmancik","1632",32.432,"TRUE",13233,459.8590088,192.5907135,88.34671783,0.888576806,13436,0.588735163
"Osmancik","1633",25.24,"TRUE",12538,452.6600037,188.8052826,86.10971832,0.889940381,12846,0.684164584
"Osmancik","1634",18.148,"TRUE",11881,439.1849976,183.8895264,83.34947205,0.891379178,12097,0.582830489
"Osmancik","1640",73.922,"TRUE",12432,453.0400085,190.5436554,84.25045776,0.896937013,12728,0.765753031
"Osmancik","1641",20.004,"TRUE",10982,421.4100037,177.8002625,78.93739319,0.896043301,11167,0.594071209
"Osmancik","1644",56.092,"TRUE",12357,452.9830017,189.5781097,84.28502655,0.89573288,12666,0.646624804
"Osmancik","1645",520.826,"TRUE",11455,405.618988,159.5702667,92.32996368,0.815599859,11639,0.776189208
"Osmancik","1646",646.375,"TRUE",13054,478.4530029,203.219635,83.08084869,0.91261375,13329,0.799877465
"Osmancik","1647",31.923,"TRUE",12233,425.1809998,170.946106,92.01290894,0.842780828,12388,0.642759562
"Osmancik","1648",18.759,"TRUE",13518,451.1629944,185.5575867,93.29590607,0.86441046,13741,0.781839192
"Osmancik","1650",107.982,"TRUE",13010,463.4190063,194.7675629,86.11576843,0.896942914,13349,0.776948333
"Osmancik","1654",36.843,"TRUE",10681,421.256012,178.3694458,77.9608078,0.899425089,10929,0.557172656
"Osmancik","1655",106.098,"TRUE",13333,467.0249939,196.7969971,87.27310944,0.896290362,13589,0.694427073
"Osmancik","1658",210.592,"TRUE",12725,441.6799927,170.2327576,97.73902893,0.81875062,13081,0.641219437
"Osmancik","1659",20.07,"TRUE",11715,439.7030029,183.2227325,82.48322296,0.892937779,11948,0.604489148
"Cammeo","166",19.837,"TRUE",15559,514.2789917,221.1190796,90.46383667,0.912481427,15903,0.775777817
"Osmancik","1666",132.568,"TRUE",12408,454.3909912,191.8965302,83.03347778,0.901538372,12664,0.583905876
"Osmancik","1668",45.341,"TRUE",10286,401.7890015,159.0746613,83.59862518,0.850774586,10524,0.770140767
"Osmancik","1669",461.346,"TRUE",12340,466.7430115,196.6935425,80.84041595,0.91163677,12774,0.744494736
"Osmancik","1670",141.663,"TRUE",14723,490.7090149,205.4171295,92.49973297,0.892876327,15013,0.570194781
"Osmancik","1672",115.343,"TRUE",13335,474.3770142,197.8399048,87.58254242,0.896672726,13702,0.667016804
"Osmancik","1675",22.805,"TRUE",12289,444.5549927,186.3528595,84.85929871,0.890302837,12448,0.767678678
"Osmancik","1676",171.335,"TRUE",12900,461.8359985,195.3451385,84.57197571,0.901424587,13160,0.591797411
"Osmancik","1680",137.725,"TRUE",12016,443.2229919,189.2810669,81.12221527,0.903503478,12186,0.746567249
"Osmancik","1684",58.324,"TRUE",12994,453.9410095,192.1659851,86.55552673,0.892816484,13152,0.814160407
"Cammeo","169",77.241,"TRUE",14017,471.8139954,194.6434479,92.36013031,0.880250454,14314,0.708788455
"Osmancik","1690",302.922,"TRUE",10267,424.9490051,182.4091187,72.53786469,0.917530358,10455,0.547427356
"Osmancik","1692",395.744,"TRUE",11465,410.5150146,160.7063293,92.14432526,0.819295943,11706,0.757565737
"Osmancik","1694",232.173,"TRUE",12110,448.8399963,191.8042755,80.65459442,0.907290399,12313,0.617857158
"Osmancik","1708",32.24,"TRUE",11489,432.2070007,182.362381,81.07017517,0.895751357,11683,0.799068034
"Osmancik","1711",28.741,"TRUE",9776,403.6759949,170.8800507,73.11127472,0.903849065,9969,0.641933143
"Osmancik","1712",48.939,"TRUE",11319,414.0140076,164.7808075,88.50933075,0.843497097,11563,0.746685147
"Osmancik","1715",388.729,"TRUE",10030,414.3840027,181.6005707,70.75994873,0.920964658,10152,0.771894693
"Osmancik","1716",73.409,"TRUE",9746,382.7369995,154.0960846,81.20333862,0.849886596,9935,0.667534232
"Osmancik","1717",109.793,"TRUE",11990,416.7529907,166.582016,91.98353577,0.833723783,12145,0.661699772
